时间,时,分,秒,原点纬度,原点经度,原点海拔,车轮角度,玉米杆东,玉米杆北,玉米杆天,19f角度,1af角度,航向角,玉米杆1东,玉米杆1北
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.004743162,0.003351904,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005984691,0.003302195,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.007213741,0.004119345,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.007420643,0.004110582,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.006670228,0.00335543,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.007359959,0.003327639,503.1968,0,0,0,0,0
15:33:06,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005775565,0.003301313,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005465289,0.003316284,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.006641881,0.003690236,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.006090095,0.003712439,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005292383,0.003609808,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005809689,0.003589129,503.1968,0,0,0,0,0
15:33:07,7,33,6,31.432730556994,120.275873916524,5.93030860926956,0,-0.005711371,0.0004332324,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006056193,0.0004182902,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006310591,-5.74584E-05,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006483028,-6.430646E-05,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006623316,-0.0003699702,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006830235,-0.0003782998,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.00571751,0.0007353111,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.005855379,0.000727904,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006599142,-0.0007334315,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006461248,-0.0007266233,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006314815,0.0001456999,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006349298,0.0001442187,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006515913,0.0004588374,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006688269,0.0004500597,503.1968,0,0,0,0,0
15:33:07,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006156185,-0.0005025401,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006328598,-0.000509967,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.006170218,-0.0001232933,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.005790827,-0.0001089463,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.005286981,-0.0001010706,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.005114548,-9.411697E-05,503.1968,0,0,0,0,0
15:33:08,7,33,7,31.432730556994,120.275873916524,5.93030860926956,0,-0.005852667,1.81933E-05,503.1968,0,0,0,0,0
15:33:08,7,33,8,31.432730556994,120.275873916524,5.93030860926956,0,-0.006059531,8.513713E-06,503.1968,0,0,0,0,0
15:33:08,7,33,8,31.432730556994,120.275873916524,5.93030860926956,0,-0.006494262,0.0006789077,503.1968,0,0,0,0,0
15:33:08,7,33,8,31.432730556994,120.275873916524,5.93030860926956,0,-0.006149396,0.0006927849,503.1968,0,0,0,0,0
15:33:08,7,33,8,31.432730556994,120.275873916524,5.93030860926956,0,-0.005396781,-0.0001044137,503.1968,0,0,0,0,0
