时间,时,分,秒,原点纬度,原点经度,原点海拔,车轮角度,玉米杆东,玉米杆北,玉米杆天,19f角度,1af角度,航向角,玉米杆1东,玉米杆1北
15:59:29,7,59,29,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0006151109,-0.003536331,-0.003536331,140.0317,122.1899,92.31897,-70.77985,66.18791
15:59:29,7,59,29,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0005736927,-0.003348373,-0.003348373,139.9878,122.0801,92.31897,-70.81435,66.18887
15:59:29,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0002287926,-0.003335359,-0.003335359,140.7349,122.146,92.31986,-70.81435,66.18887
15:59:29,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.00252074,-0.003767086,-0.003767086,139.7681,122.0801,92.31986,-70.85126,66.18632
15:59:29,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.001209861,-0.003809117,-0.003809117,140.1416,122.146,92.31559,-70.85127,66.18632
15:59:29,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001802707,-0.003628854,-0.003628854,140.6689,122.2119,92.31559,-70.83548,66.19204
15:59:29,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.001784527,-0.003501147,-0.003501147,140.7788,122.1021,92.3149,-70.83548,66.19204
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.002790014,-0.003075406,-0.003075406,140.7788,122.0361,92.3149,-70.88737,66.19077
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.002790014,-0.003075406,-0.003075406,140.1196,122.168,92.32011,-70.88737,66.19077
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001476506,-0.003753327,-0.003753327,140.9546,122.0361,92.32011,-70.90054,66.18402
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.004180778,-0.00356686,-0.00356686,140.9106,122.124,92.31976,-70.90052,66.18402
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.002917954,-0.003664259,-0.003664259,141.1963,122.1021,92.31976,-70.89406,66.18471
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.005160695,-0.003608106,-0.003608106,139.9219,122.0801,92.32044,-70.89387,66.18472
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001031021,-0.00318835,-0.00318835,140.3833,122.168,92.32044,-70.8761,66.18462
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001272462,-0.00319716,-0.00319716,139.834,122.0801,92.31676,-70.8761,66.18462
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0008902524,-0.00304293,-0.00304293,140.2295,122.124,92.31676,-70.84723,66.19016
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.00302869,-0.003122054,-0.003122054,140.647,122.0361,92.31462,-70.84723,66.19016
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.0004611416,-0.00266635,-0.00266635,140.647,122.0361,92.31462,-70.77265,66.19573
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.0004611416,-0.00266635,-0.00266635,139.7681,122.0361,92.32166,-70.77265,66.19573
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.000693055,-0.003052457,-0.003052457,140.5371,122.124,92.32166,-70.80326,66.18612
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,0.0004515911,-0.003060624,-0.003060624,140.2515,122.0361,92.32149,-70.80326,66.18612
15:59:30,7,59,30,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0008273763,-0.002064723,-0.002064723,140.4932,122.146,92.32149,-70.79764,66.18655
15:59:30,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,0.001069628,-0.001994594,-0.001994594,139.9219,122.0581,92.31938,-70.79764,66.18655
15:59:30,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,3.993287E-05,-0.001908523,-0.001908523,140.3613,122.1021,92.31938,-70.81985,66.18816
15:59:30,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0003739638,-0.001923697,-0.001923697,140.2515,122.146,92.31872,-70.81985,66.18816
15:59:30,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001855673,-0.002950727,-0.002950727,140.0977,122.0361,92.31872,-70.82222,66.18885
15:59:30,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001959137,-0.002954778,-0.002954778,140.1855,122.124,92.31871,-70.82222,66.18885
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001795121,-0.002902724,-0.002902724,140.1855,122.146,92.31871,-70.74742,66.19189
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001622694,-0.002895643,-0.002895643,140.1855,122.0801,92.31879,-70.74742,66.19189
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001740367,-0.003474044,-0.003474044,140.0098,122.1021,92.31879,-70.75117,66.19164
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0006712225,-0.003432501,-0.003432501,139.856,122.0801,92.31949,-70.75117,66.19164
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,0.0001032699,-0.004676435,-0.004676435,140.0537,122.0361,92.31949,-70.77974,66.18966
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001448835,-0.00473352,-0.00473352,140.2515,122.146,92.32081,-70.77974,66.18966
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001558171,-0.00351002,-0.00351002,139.9878,122.0801,92.32081,-70.79674,66.1874
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.000799405,-0.003481017,-0.003481017,140.2954,122.1021,92.32066,-70.79674,66.1874
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001710008,-0.002534773,-0.002534773,139.812,122.124,92.32066,-70.85748,66.18512
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,8.356634E-05,-0.002469665,-0.002469665,139.9438,122.124,92.32148,-70.85748,66.18512
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0004423379,-0.002532952,-0.002532952,139.9438,122.124,92.32148,-70.81699,66.18578
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0004423379,-0.002532952,-0.002532952,140.4272,122.124,92.31789,-70.81699,66.18578
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0002098827,-0.001759558,-0.001759558,140.1196,122.0581,92.31789,-70.8279,66.18961
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001865399,-0.001822117,-0.001822117,140.3394,122.124,92.31535,-70.8279,66.18961
15:59:31,7,59,31,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001268993,-0.002205406,-0.002205406,139.834,122.0361,92.31535,-70.84126,66.19209
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,7.217617E-06,-0.002159443,-0.002159443,140.2954,122.146,92.31342,-70.84126,66.19209
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.00158615,-0.002625122,-0.002625122,140.1416,122.1021,92.31342,-70.81933,66.19527
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.002379381,-0.002656101,-0.002656101,140.3174,122.0361,92.31341,-70.81933,66.19527
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001126758,-0.001733594,-0.001733594,140.0977,122.146,92.31341,-70.81805,66.19534
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001747561,-0.001757481,-0.001757481,140.2954,122.168,92.31443,-70.81805,66.19534
15:59:31,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0007015906,-0.002209633,-0.002209633,140.2954,122.0581,92.31443,-70.79271,66.19514
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0007015906,-0.002209633,-0.002209633,140.2295,122.168,92.31491,-70.79271,66.19514
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001512814,-0.002593987,-0.002593987,139.834,122.0361,92.31491,-70.78836,66.19475
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,0.0005911628,-0.002516884,-0.002516884,139.9219,122.0581,92.3143,-70.78836,66.19475
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0008027599,-0.002963365,-0.002963365,140.3174,122.124,92.3143,-70.76819,66.19629
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001561562,-0.002991408,-0.002991408,139.7681,122.146,92.31604,-70.76819,66.19629
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,0.0009282135,-0.00243467,-0.00243467,140.3613,122.124,92.31604,-70.79682,66.19306
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0006929628,-0.002491832,-0.002491832,140.1196,122.0581,92.3164,-70.79682,66.19306
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001981125,-0.002423308,-0.002423308,140.0537,122.0801,92.3164,-70.79475,66.19273
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001463801,-0.002403117,-0.002403117,139.9878,122.146,92.31993,-70.79475,66.19273
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0002507435,-0.001139006,-0.001139006,139.9878,122.146,92.31993,-70.79945,66.18833
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0002507435,-0.001139006,-0.001139006,140.0757,122.0361,92.32306,-70.79945,66.18833
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.00133406,-0.0013144,-0.0013144,140.1636,122.168,92.32306,-70.80708,66.1843
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001541013,-0.001321914,-0.001321914,139.7681,122.0581,92.32458,-70.80708,66.1843
15:59:32,7,59,32,31.4327304544726,120.275879068472,5.99659469630569,0,0.001163034,-0.0009677244,-0.0009677244,139.856,122.1899,92.32458,-70.81443,66.18219
15:59:32,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,0.0004731497,-0.0009914375,-0.0009914375,140.1416,122.2119,92.32416,-70.81443,66.18219
15:59:32,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0009868564,-0.001470119,-0.001470119,140.0317,122.0142,92.32416,-70.86073,66.18082
15:59:32,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0007798547,-0.001463819,-0.001463819,140.3833,122.124,92.32918,-70.86073,66.18082
15:59:32,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0001561612,-0.0001928722,-0.0001928722,139.812,122.124,92.32918,-70.89928,66.17328
15:59:32,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,0.0009476022,-0.0001534882,-0.0001534882,140.1636,122.1021,92.33108,-70.89928,66.17328
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001714125,-0.001470896,-0.001470896,140.1636,122.1021,92.33108,-70.87547,66.17199
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001714125,-0.001470896,-0.001470896,139.79,122.0801,92.32856,-70.87547,66.17199
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,0.0001187882,-0.0002968521,-0.0002968521,140.1196,122.168,92.32856,-70.85541,66.1758
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.002330111,-0.0003863371,-0.0003863371,139.9658,122.124,92.32801,-70.85541,66.1758
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0006740725,-0.00139804,-0.00139804,140.0757,122.124,92.32801,-70.90427,66.17447
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001536312,-0.001430875,-0.001430875,139.8779,122.1899,92.3266,-70.90427,66.17447
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.0001679318,-0.001783679,-0.001783679,139.79,122.0801,92.3266,-70.87926,66.17716
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,0.0005219422,-0.001759677,-0.001759677,140.0098,122.168,92.32685,-70.87926,66.17716
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001284533,-0.002025617,-0.002025617,140.0098,122.1021,92.32685,-70.84539,66.17824
15:59:33,7,59,33,31.4327304544726,120.275879068472,5.99659469630569,0,-0.001284533,-0.002025617,-0.002025617,139.9438,121.9922,92.32737,-70.84539,66.17824
